"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2016,"2/29/2016 20:15","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.2,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,500,2,0,0,0,0,502
2016,"3/3/2016 9:15","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.24,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2.72,5000,30,0,1000,1200,0,7230
2016,"3/5/2016 10:20","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,0,0,3000,12800,0,16800
2016,"3/6/2016 4:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.2,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1.42,50,25,0,0,0,0,75
2016,"3/7/2016 13:15","INCORRECT OPERATION","INCORRECT INSTALLATION",4.8,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.25,25,200,0,0,0,0,225
2015,"10/22/2015 6:05","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",32.42,351261,3000,0,0,0,0,354261
2016,"3/9/2016 9:15","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",1.38,0,9,0,0,0,0,9
2016,"3/10/2016 17:25","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",2,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",22.9,0,119,0,60788,0,0,60907
2016,"3/10/2016 20:22","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1.74,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,4500,75,0,200,500,0,5275
2016,"3/11/2016 8:30","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,500,20,0,10400,1080,0,12000
2016,"3/11/2016 14:30","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.37,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,0,0,0,0,0,200000,200000
2015,"10/22/2015 11:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",21.75,72117,3000,0,0,0,0,75117
2016,"3/14/2016 12:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,12000,10,0,500,1200,0,13710
2016,"3/16/2016 1:44","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",8.3,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,400,350,0,0,0,0,750
2016,"3/17/2016 8:17","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2250,68,0,65000,0,0,67318
2016,"3/18/2016 10:50","OTHER OUTSIDE FORCE DAMAGE","INTENTIONAL DAMAGE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",4.82,50,6000,0,0,514000,0,520050
2016,"3/20/2016 21:17","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,8000,50,0,150,11200,0,19400
2015,"10/27/2015 12:52","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,25000,658,0,6000,15000,0,46658
2016,"3/21/2016 19:20","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",94.75,15000,1200,0,585468,0,52641,654309
2016,"3/22/2016 6:40","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",0,0,0,0,0,0,0,0
2015,"10/27/2015 14:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",3.3,3000,0,0,0,0,0,3000
2016,"3/23/2016 11:30","INCORRECT OPERATION","INCORRECT EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",122.75,0,400,0,0,33000,0,33400
2016,"3/23/2016 19:39","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",29,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",40.42,9000,1219,0,0,0,20000,30219
2015,"11/2/2015 7:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",8.67,60000,3439,0,62935,45000,0,171374
2015,"12/1/2015 22:10","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",14.83,288098,3800,0,0,0,0,291898
2016,"3/28/2016 14:50","MATERIAL/WELD/EQUIP FAILURE","ENVIRONMENTAL CRACKING-RELATED",9.93,99.3,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,40000,900,0,7000,29000,10000,86900
2016,"3/29/2016 8:30","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,500,105,0,5000,4400,0,10005
2016,"3/31/2016 5:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,16.67,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,5000,120,2000,500,1000,0,8620
2016,"3/31/2016 15:08","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,3557,0,0,915,0,0,4472
2016,"3/31/2016 18:55","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",426,44.38,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",18.27,1000,16000,0,277168,1708000,0,2002168
2016,"4/2/2016 12:32","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",188.17,1446227,11620,732618,1608352,5269522,0,9068339
2016,"4/4/2016 14:03","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",65.3,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",715.95,3000,1920,1000,6900,15000,12346,40166
2015,"12/11/2015 10:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",2,9000,45,0,0,0,0,9045
2015,"12/14/2015 13:45","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",8.75,10900,400,0,12300,0,0,23600
2016,"4/10/2016 19:10","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",100.1,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",62.25,6000,1000,1500,0,0,0,8500
2016,"4/11/2016 22:09","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",33.85,75000,0,0,50000,0,0,125000
2016,"4/12/2016 8:45","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1.9,0,0,0,2200,0,0,2200
2015,"12/18/2015 7:30","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",6.42,5371,69,0,4359,0,0,9799
2015,"12/21/2015 14:20","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,20000,100,112761,168143,19643,129525,450172
2016,"4/15/2016 11:15","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,39428,40,0,0,0,0,39468
2016,"4/15/2016 18:10","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",8.58,60.04,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",32.87,73000,1200,25000,514000,334000,0,947200
2016,"4/16/2016 3:00","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",854,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1756.17,7701361,44800,0,1750789,0,0,9496950
2016,"1/8/2016 14:15","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,13430,0,0,30370,0,0,43800
2016,"1/13/2016 13:10","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,20000,100,0,411,0,0,20511
2016,"4/19/2016 8:35","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,3600,0,8500,350000,0,362100
2016,"4/20/2016 11:15","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2,33.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",20.5,0,0,0,0,360000,0,360000
2016,"4/20/2016 14:30","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","YES","NO","YES",8.87,42000,0,0,359000,0,0,401000
2016,"4/20/2016 16:37","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",2,6.25,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,1000,90,0,4365,16000,7973,29428
2016,"4/21/2016 6:30","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,1000,1800,5000,6500,5500,0,19800
2016,"4/21/2016 13:10","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,100,10,0,0,500,0,610
2016,"4/23/2016 9:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",94.98,14321,0,0,3500,4500,0,22321
2016,"4/24/2016 5:00","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.7,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",247.92,6000,300,0,0,0,0,6300
2016,"1/22/2016 17:30","CORROSION","EXTERNAL",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2.7,100,200,0,5000,19000,0,24300
2016,"4/26/2016 7:16","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",47.62,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1,500,1300,0,0,0,0,1800
2016,"4/28/2016 10:40","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",10,6.67,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,0,0,5000,0,0,6000
2016,"1/29/2016 10:00","CORROSION","EXTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,500,50,0,500,1000,0,2050
2016,"4/28/2016 14:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,700,20,0,0,0,0,720
2016,"5/1/2016 7:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,0,0,7000,0,0,7000
2016,"5/4/2016 14:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",26.5,53,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",29.75,3300,2226,0,35500,58000,5000,104026
2016,"5/5/2016 12:17","INCORRECT OPERATION","INCORRECT INSTALLATION",80.1,87.93,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",50.67,5500,5000,0,72000,150000,0,232500
2016,"5/5/2016 15:15","ALL OTHER CAUSES","MISCELLANEOUS",694,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.4,0,11104,0,0,0,0,11104
2016,"5/5/2016 16:16","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",63,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",6.02,100,1008,0,0,0,0,1108
2016,"1/29/2016 14:40","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,50000,15,0,3000,22000,0,75015
2016,"5/6/2016 14:30","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,47,0,5000,5000,0,11047
2016,"5/6/2016 14:56","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",17.88,3404,23,0,1906,0,0,5333
2016,"5/6/2016 14:56","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0.1,4.17,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",20.65,9404,91,0,20435,0,0,29930
2016,"5/7/2016 7:45","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.62,20,68,0,780,23300,0,24168
2016,"5/8/2016 9:10","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,100,1488,0,0,66887,0,68475
2016,"5/9/2016 23:40","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.22,22,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0.83,10,90,0,25000,5000,0,30100
2016,"2/7/2016 8:15","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,30000,1120,0,9960,0,2000,43080
2016,"5/10/2016 14:00","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","TANK","CRUDE OIL","YES","NO","NO",0,150,5,0,0,0,0,155
2016,"5/11/2016 9:30","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,5000,0,0,1000,1000,0,7000
2016,"5/12/2016 6:51","INCORRECT OPERATION","INCORRECT VALVE POSITION",70,100,"ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","NO","NO","NO",0,0,170,0,0,0,0,170
2016,"5/13/2016 12:15","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,50000,0,0,10000,0,0,60000
2016,"5/14/2016 12:30","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",2,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,8000,0,0,12300,0,0,20300
2016,"5/15/2016 12:35","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,24000,350,0,107000,7500,0,138850
2016,"2/8/2016 14:00","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",25.75,1000,15,0,3000,0,0,4015
2016,"5/16/2016 2:35","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",7.42,7747,0,0,433856,0,0,441603
2016,"5/16/2016 6:10","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,1300,0,8000,7500,0,16800
2016,"5/17/2016 12:44","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.14,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",69.27,3000,0,0,0,20000,0,23000
2016,"5/19/2016 6:45","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.17,800,20,0,0,0,0,820
2016,"5/20/2016 0:35","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",100,20,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",84.38,1330000,0,25000,1585000,1600000,0,4540000
2016,"5/20/2016 14:21","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.1,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",192.67,60000,1,0,0,0,0,60001
2016,"2/16/2016 6:45","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",6273.13,848137,18824,0,0,225000,0,1091961
2016,"2/16/2016 17:35","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",37.92,8000,250,0,2500,12000,0,22750
2016,"5/23/2016 19:48","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.16,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1.97,50,7,0,150,0,0,207
2016,"5/24/2016 13:45","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","TANK","CRUDE OIL","YES","NO","NO",0,0,0,0,0,0,0,0
2016,"5/25/2016 7:00","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,200,0,0,0,0,0,200
2016,"5/25/2016 15:49","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",32.9,25000,500,5000,10000,0,0,40500
2016,"2/22/2016 11:00","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,20000,0,0,1500,1500,0,23000
2016,"5/25/2016 19:40","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",19.48,150,45,0,2000,1500,0,3695
2016,"5/27/2016 11:55","NATURAL FORCE DAMAGE","LIGHTNING",0.02,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,0,1,0,0,0,0,1
2016,"5/27/2016 13:04","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",9.1,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",4.37,50,123,0,7570,0,0,7743
2016,"5/30/2016 18:00","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",6,25,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,30850,35471,0,66321
2016,"2/24/2016 10:00","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,4000,0,100000,104000
2016,"6/1/2016 6:10","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,130000,0,0,20000,0,0,150000
2016,"6/1/2016 11:00","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,200,0,0,3000,1000,0,4200
2016,"6/1/2016 22:20","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,10000,1250,0,75000,40000,0,126250
2016,"6/2/2016 9:45","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.29,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",4.5,5,13,0,0,0,0,18
2016,"6/2/2016 14:20","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",4.33,10000,60,0,15000,0,0,25060
2016,"6/2/2016 16:00","ALL OTHER CAUSES","UNKNOWN",1.97,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0,0,50,0,150000,5000,0,155050
2016,"6/3/2016 1:05","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",4,0,0,0,11121,0,0,11121
2016,"6/3/2016 12:00","OTHER OUTSIDE FORCE DAMAGE","VEHICLE NOT ENGAGED IN EXCAVATION",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",51.42,50000,18000,0,450000,900000,0,1418000
2016,"2/24/2016 10:00","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,4000,0,100000,104000
2016,"6/6/2016 11:20","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",6.17,1000,15,0,0,0,0,1015
2016,"2/24/2016 14:10","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",48.83,16420,2460,0,2500,12000,0,33380
2016,"6/7/2016 7:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,5370,32,0,1000,0,0,6402
2016,"6/7/2016 10:58","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",105.8,22.47,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",18.78,5931,4232,2500,39946,6500,6000,65109
2016,"3/8/2016 22:26","CORROSION","EXTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,990000,0,0,9000,1000,0,1000000
2016,"6/9/2016 13:40","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,300,25,0,4500,2500,0,7325
2016,"3/12/2016 14:00","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,43184,0,0,3344,0,0,46528
2016,"3/21/2016 10:00","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",49.92,11000,20,0,7000,5000,0,23020
2016,"6/12/2016 14:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,600,0,0,0,0,0,600
2016,"3/23/2016 10:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,300,196,0,25000,0,0,25496
2016,"6/14/2016 6:30","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,50,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6.5,3000,90,0,3000,3000,0,9090
